msno,city,bd,gender,registered_via,registration_init_time
47x4DbJT0tPEy88Qc/Q6rUEigq3rrxqndH5/ErJEurg=,15,26,female,3,20130804
AFyYUKfuVZEm4SwqSZ7ePVmlSva7k0khzmDX9r+YNG4=,5,33,male,9,20080929
pNwsQegPuC9ZJrnp2F8CxOtZ1XncfwdGzMMWUr/EztY=,22,0,,9,20150410
Fq+QDIrVPqJLy9rwG05mC7lGJmkQ6HvDK1p6u/dEWN4=,1,0,,7,20101114
eaT6R0B7ZnI8aHZiH+xmwT0iF6qi1WapE4S06pJVm6o=,1,0,,7,20120105
9xiHLgPl2bgAbD9qq5aiK4TyC+nofkPpjCTCR2biff8=,1,0,,7,20120609
8OjfP1Ce2t8weR49n1zmAByTKWUQtwYBi72IBCE1wU0=,1,0,,7,20150311
JKhVqIBjKCsU5z5mvEDr3WgTeG/AJp7h5lRJARG2Emo=,1,0,,7,20150713
v0or8Erpp+QAfr3rAxiP2HKX8D2ultI+3muaKXhxK+o=,4,0,,7,20110303
q3/TQBkIAHmveqKMtIVYkN4GJD2yYWZkpuZ19FcTFxw=,18,31,female,3,20150805
n0ItaYQ120IhoMUncy9vf9iPxkVbijpJ3u6QTYvecNY=,13,21,male,3,20130424
+uSSDPHUG7mcjnEogUOpys8mzJAnRgcVupgm0LEGpxk=,1,0,,7,20130724
qC3P0ovxO8PAR6w636hLL7G+YdTqeWpg5hq0EHk8tMY=,1,0,,9,20150518
RpWszJ2GAdDg/Mdi64+mb+H9gf7CHtCsVP4rjUGYuqY=,13,46,male,9,20051116
5+G/6Mi8BSdkB4IPTFLeukgR18HogpWmZFo81fL3eE8=,1,0,,9,20150605
jig0tldXsAul5jNOt15Xozh6sYtjA9YtzO/aXMjqwlQ=,5,36,female,3,20150206
47krBugvAjXotDuhLMAxSyDBsllFUg9uAhCbpxL1w0Y=,1,0,,7,20140413
9RkfHG4BwORk1GrO/EVaThI0jC4s25cfQu3RCvZqhSQ=,21,44,female,7,20130801
deQ3KADRW3BmJ5VjGfDLoJ64fxHiTUC6Pr+B18JX9VM=,5,30,female,9,20120811
2OrhpW9l4iVPS0+++Sk0w8Arc0ZbRwZ9zDmoEeGP4uU=,5,28,male,3,20150814
HnVRKOlJyenltqDj8aMfcIviAYUi8ja7ni2ATiaVNlE=,13,40,female,3,20141231
5Ayk8DEF+hXDfdqZDNywvp+Y8kn0toNDzvpAEJceQJU=,15,33,male,7,20150522
q1m5MJvV3eVnatnPPI/m4R0VfRnTC8OHIJWWX3V/II8=,1,0,,7,20150918
/5UdkDX1S4fgmAhRhKSsjXL74sPZyJA1wojRuijXS2k=,1,0,female,7,20110810
0Ppql/UdnHMKlohcYrSUBoAsgpscqXay/R9E3ENpAvA=,5,32,female,9,20110707
wJFsuTOwovIlJmamQ9krvn32Kw/uoqXXNHNB4mBWryw=,3,25,,7,20150318
MIYofl99YyJKahybC4KuS2UnJikruqShctSweIO5Taw=,5,0,male,9,20150818
leeLkGRmkdK4DcyysozhA0p9cIhgb95C1jeJTseBpiI=,22,30,male,9,20141110
sU5v+ThPpQTEUeqnFlnj4UzYSN2p4YmFk1h45BxjRoY=,13,25,female,9,20110201
3Q887awmiQnHI7sYvAK9Xw03rDe3CZiIAIz/DR4ZppM=,5,24,female,9,20141122
6ZFrMnDCp3RPJY9XQIt5FDXp9QR4FM8QzCjbc6b0K5E=,1,0,,7,20150729
aGg8dglX13faXYz0+wr/ehIWXKmVS/vV1U7PohxQWiA=,1,0,,3,20130907
Jo1D0YinR6eE4esUAKlz73e1HHQ9SSqdBAiP5KDXZkA=,1,0,,7,20131010
RPRNBL27cgGlq7xfz1tHuUSEtt0EeXIKUQNoU2iKYB0=,5,27,male,7,20130623
fA7q2qomyTjL0ZFrZ69jyHTIVyeJQTJPmBHjU2DQCgk=,1,0,,9,20150828
1NuJaVGEsUTOkPMmWkSoLWGnjeIES8W4TYuvkul5E7M=,1,0,,7,20130412
PA5BR79a74CDKoDQdG9+YtqYZFJjQ0XgWLi+yiNN7AQ=,4,31,female,9,20091230
Vw++dduBsinqq/NPdo25q2FP32bRH/5t9n9fiMsrJTQ=,13,37,male,3,20140101
JxhYa7Qy5AXwc9V1qb+heionXSiZHI+rHa/mAh4yh5k=,1,0,,7,20140206
nRhEsumcPP4Qr3/HCTDCOTEAMBs3bRz2jOXXRyLJOTA=,8,28,female,3,20130828
4m/MaGHxekMf4FJu546VmT//UqHiJRR3tvuhd3xdMes=,15,45,male,9,20081204
3sYlNgiLjh/uboHJ2AP7epM8x4bknnYc+Q/1NMl2MCA=,1,0,,7,20150905
hIFAgeIPA4woJHj+sS1q06T5CDgcANHenx9hYobWY7s=,13,26,female,9,20130922
Nra2PORifPHvywPwkq2oMoQeKSDK26OKpK9m24Lg1Zw=,12,22,male,3,20151230
oOsG9/hcjrYM08YR1t5Oef3clvftMfPqxPA5zoEHmgQ=,1,0,,9,20150130
nZIFZ2CQKHNyrBHUNl8QKYYxJNLWoNaCjWr2RsoAQBI=,13,27,male,9,20060513
sXePG4w44FOqHXtOsCjF5t081vNg2QsITmKyY/gFlcc=,21,17,female,9,20150113
ln+OyzHBxPQAYF8jnDzduqRPg9a1+MLEIhcRkMX9MCg=,22,35,male,9,20110728
alTPSMn54sH6PrIoLzlsIynTJJeysHIAQGn2XGVHmaU=,1,0,,7,20130128
b9bihOD39QPHN73uIGQ3oyh6Krqmy4+863UXZtBOyyE=,13,0,,9,20140322
K2m4eu7E/ZnFMI95T9KDLTvg54K+3+gpczAiR2dc1OY=,3,0,,3,20130407
iBlh+FO//7Myb4d8zDoAiaS2Unm5bY5yPr17bOoG4lk=,13,32,female,9,20130120
Lrt2HuNCMV6OKWPDJ8LBz6kZFU52anNznxiVCbz9ffo=,13,22,female,3,20120416
3a0TLSOcnBZAESsAeDgjoXwycTqsVXkNS8/8IzMOw2c=,1,0,,7,20141230
bfIXKzmGUVV97Fok6FCv+/QGdAwWA2qF6a8d5of45dk=,13,0,,9,20141119
Iz7HjNTixd6K+Qw8NrHOZi8qhITy1eWzLzQAzxLGJQ8=,1,0,,7,20120614
XUPsp7VRnTbQFLp45NBUqcn+lEU7wMLfWgynYnVd0Ak=,1,0,,7,20110210
8Bk8Ciixa+DjlWTFrxHimSJ8wcEhSITOc8YfMDDyPVM=,1,0,,9,20150108
B/oPAy7W6K3N0DcNfRoeXOrObAvLMSKoU5O7lumUTco=,1,0,,7,20151209
Wmqw5nJs6wuT3dwrx+dcdtpqoYgSxUDB5ddaKNwsRRo=,5,34,male,9,20110414
c49QsA/sqaEqgcgza5iZf2fCoiQ7ZsJJUdIVzEeKmoM=,13,23,male,3,20130828
pkVNHpAZZMOPeof94iLZig5plWTauaaWk0qia4B3zRM=,4,21,female,9,20090826
9sOlOM5ITXBNn21qlyZl0MB5FPcBiAtV9lTWT58j/bM=,5,0,female,7,20120830
dV5zES3uFaesrtXd4A1RPmDwBXJav/1NVucCRs9OwKo=,21,22,male,3,20121208
YU/NN30tXYk6wVDgbmW0CG4S561QTUj0JP3kIYxG5e8=,1,0,,7,20140921
raUS6TisyJDp9+9Xn0DDO453CLlBWwaAmhvjhMenB00=,1,0,,7,20151202
c+NieSHD3Qsc5gDpHRDFwjKPsOnSBasP8tpt/ZdD/9Q=,15,45,male,7,20121109
MP0SfvpMSmqdO05UNDdXkYcvA8NTwjV+d83dZtNkQ9s=,6,26,male,7,20150518
+S+yB8aoDeNPUlAgE0Qes3ocDiWvcVrSIYlwO+5myow=,1,0,,7,20121129
d2acbKHLhDdqkotpD3Pa8Dk7LjqH8dnHbdojzMM5Jy0=,1,0,,7,20150819
I9eK0Pmul6zs6Bwrlncw6gVZOh8Vp5ZWihQ/y3TUzM0=,13,28,male,9,20041106
MZ1pXJdNCttLt/+U5BfvdC4GnKuduNXPTIRFWttthJY=,15,23,female,3,20121012
qiYJ4BSvY4ZndGgpLtn4QZP5RmngWWsAuiX5disE1kk=,1,0,,7,20151010
QAgC2ZN73TsnVnDhAuAfvYsStF0LjudTc6xOWVIhtP8=,5,31,female,3,20151001
+5wlc3nXmZs8yOvdEGnw7WOPMiPTOiZY9KwemH1lb9k=,14,46,male,9,20120730
5z80gonOXU0So5foHYsaT2MgFruSd5CeGNyTYsqKmAw=,5,21,male,3,20150722
Tpp8GUbk7kEoP0JtPW2cOvAiZ4PcE9xq31jplXXRpfo=,1,0,,7,20140707
XC0nyY2cggmgRoxErzuQRjGcet0mmKdwTo6gGsQPDvU=,13,29,male,3,20140627
Fa6MhksfGaNYg+aHc37dBErQZ5YnPEJAq+1QSIJmi6M=,13,33,male,9,20080311
REbIq2GADT6wfsW2Fq4x1ZeqiIrgtGZTE9uVVzHaH/g=,1,0,,7,20130705
jrmDLVghj0w6b9Yb0bfW901/s7oCEfoT6HVJ6FJYq1I=,5,0,,9,20120116
l/PMUeQ5nWk93PZkNkNEnlUhxjuV4FBkoZNaBEpBuTA=,13,16,female,9,20150523
30aAYzZnoLd//p2EBDUfYQMgn53l28ao6crcq4i7ws0=,4,0,,9,20150701
3VDqPzom/wv8s5Ga3CCafHXcGIKu95L/NQEltJ38qhk=,15,16,female,9,20140316
pgDfcfDnk3/Zuf+EFxwHcHfzBfsV+kxShOSCxGXUipI=,5,44,male,9,20150123
j9jyIWaZVaDQE8Ml/WMseK8DmNV9BkgdrG3ClOW74/I=,1,0,,7,20140404
3uKe2/PBieeNxX2+soPZUswvbUevK7D2JN+8vgsSDRg=,5,22,male,9,20110727
4i0zUohdFOgV9uTbjgHw7IkLy+86pbqDQGOmvZwvd/A=,11,22,male,9,20141116
At9KfuU48meVJnOKeR4WbwEoEa4T/CYcsp+O0d22kMg=,15,41,female,3,20150626
PozZfhH1ejxxRrOuvHVU+oJwB/zrXJxXiEQBzs3Ny2Y=,7,20,female,9,20090531
4n1L62AB6fOA0xgXGkdshvWApgrYLVMM4twa8f4UJMs=,21,26,male,9,20150808
UHZhVEBkCFZ3cRe9zYyau/t6VOd6gM0ew54/9/GxEEc=,5,35,male,3,20120108
Ocg3q7klz0q2qoUolh9ga1G7eDyTWnq07ElTWP/L05Q=,1,0,,7,20150411
TjoJFpTxHVHNv26byaanFeR9/E+lDAOBJrVtNPmTOqQ=,1,0,,7,20111223
i4HcYk6pFddAZ27fAWre9yz+kSNUbb6/3ZzbbA0Nx+0=,15,25,female,9,20090209
a4jx4qUrh9660w77A4yy3dVDmoJuQvqJoDMAWT34574=,9,21,male,7,20140321
Je6SgXZIeaJLY2qjDtQJ0MlY9jFZCtZhEG0HkDeETOk=,5,21,female,7,20151012
nbSvwTpQ9X0/xPWowKs3mvW89i7LA1muRkA9C4725l4=,1,0,,7,20140728
NGGMvxfiXQNNFLizAiwhke0yGaBmqOOxs27oiiZWD2g=,9,25,female,9,20140815
PjT+LdvbnQir1/BMahAQ8PAa4N0cReh6QrwnxYANENk=,1,0,,9,20150119
jQMPjqk741aDSwjXkkvOkU0qXk0vB46bLncG521uzro=,22,23,female,7,20120831
yqTQ+Q/jDKxX3Ieu0UdmPvVhdxFRT7kRV6Qtlgp7KcA=,9,59,male,9,20050924
2JbFSFwHsclvhhBz4XQCJ2eQstiWcHzwBv43XwYNMDs=,1,0,,9,20150414
yeH9yOUKfxjTuAyMJJ6vI3ET/+3TiCge0CoJxDQWRnM=,7,38,male,9,20071004
JwgQ5ZVXVXOwLxOfjzf+3dQxWBG2Ek3ApZurBew7MTE=,4,43,male,9,20151220
ewIdRcn/nQUKD8bMF5rCDl2hpIleh2J5c9AuwktXcac=,4,27,female,9,20150512
+b8I6gHZNgCli7hoQKwM0qScxdfNZ2x8FsWtqaLLMa8=,4,24,female,9,20061008
WQSW80ABSuhKKPD5r4JV6J5BZZtw84hbEyD13d5Qp30=,22,31,male,9,20060813
4n/XRZD9KcqKm6RkxWmOVkDPKowp9hVBDSDmK6Jx8aQ=,1,0,,9,20150820
TAXDEwL+yh8H6fJdKVcRWEoDlldmjUip71TMudjquTk=,10,28,male,9,20120623
0FPmdhcnzAWFCz8iHwdU5RMWgaMPaTM0KgbLwzG9ZX8=,22,20,male,3,20121031
jAfX4ad6syuJZxNdXGvwacB8cWpTpHTdKt3+cusKysg=,1,0,,7,20141013
0td1pC3oRtKqemNO8dUK/rODv9liI+e7LxdT57JNJCc=,1,0,,7,20120113
k7qFHg9emVmrRCNEj0veL6OJQ0/fyciV3HEONdo8vCk=,1,0,,3,20130208
5C4muPuo9mF8xmCnMXFTNeION1rc8o0ZVkfyA4rpOvw=,18,24,male,3,20120326
OPcL0ElBgn49+9oBkcKjfPXi/9X1SzXmTCl7T6HTkHg=,1,0,,7,20150822
hErL+7qdXoboIcLskvpzwBhrOzZhNu6mCAvtDFnhAlc=,22,32,male,3,20150122
AVjS8QR2Pt+ZK1NSfu7ZMbPxSkffGSu0+wVn+kZuxmI=,13,21,male,7,20140213
Uf/IoSSY9uoQ1qiff4QrDiRr3re5wQWPz9EPV8H7cVQ=,8,28,male,9,20140405
YkbIwcAtUgm8y3D6LOdOsYgyNRpCwS+eWCv9wTVaTf8=,22,24,female,3,20140721
NLNdUEPghpdhdeVDRjl8wqbD1lkSfWWYis57SAlkCf4=,22,26,male,9,20111008
iNKOexNFF8yKd+tsOkx0kpnnZsLMfBfIGcT3+FPDc9s=,5,51,female,9,20061001
g7TEg5KJrMJFATerUp80NqQzDsV4fK4/jt7gEjZAEco=,5,46,female,9,20100723
g/ty39GZdkgnDB7drpCecgTOoMZz1IKcOU6f0/vbr+4=,1,0,,7,20120202
XxUICcBWXX+Fklh8ld+JcYLzpxRhkKtXw4PioIH1wiw=,1,0,,7,20150801
9lQPT3gCXxP3pn3dRHpuMSnx9z7siDVRXO0mLCi38YY=,13,34,female,9,20090224
OWh5iYfnGZXXwekYC0YWGbpDfApccIKDFffOXhJLes0=,12,18,female,3,20150216
+zZCfD5HGfyHrXLWMLW2SGWZVrfezWqWxx7pL3//nWc=,15,23,female,7,20141030
wGQkqXgdxI/xEFV0PSKKc3lsfzyuiQCHZchM26Lxrg0=,15,27,,9,20141013
NEl92VVScGltzIxqoBX/SYsb2L6ikxv2O2tmHr9XLks=,1,0,,9,20141223
8RRcvXdzhnYiVITgsCEh7gBcagfxn0BYb7QSCLe6qxE=,5,23,female,9,20070929
p0K31RX+U6DP48jQC4EEnDADKvPkWLJWYuQ6S4+dgUs=,13,25,male,3,20150412
G9iWWUepKZtuDp4ax2qzbSz1Je82PmwHUWJc2+mrtqw=,1,29,female,3,20150722
edZ2lmCeuLu1cGfGDuK+qmVk8z6bkRyR62kwt24Zjf0=,21,35,male,7,20110217
zOGgXr4vdjx2NsJW1C438iBp7SFu/Gf0+zFKmr+jZhI=,21,28,female,9,20080610
NaU+SNz+/ZpPs1YNIau5sM+hBxV3vgfmYAuMhtmQBt8=,1,0,,7,20101226
BK2KlUcUcCYGYjIbx8f9d+EdaxWYJ25cOOIWKy0FURQ=,5,16,male,3,20150404
eob54+2a8mtQBWvE4+PB1gJhGKUb71+4I/3mz3Fw7Fg=,1,0,,7,20150707
LWj5+esIxxO5evQhKvJ8uGNQwYIKow90t7ZxxhuAkE8=,1,0,,7,20140129
auV+SOftKYDFjzWobYQ6bXDp7yaEX9I1XeTgoQ3pX5c=,5,24,female,9,20071130
/ZaLjRMSuN7ojxMa4/8aDG7Doig4TvuKOX6hPbE8uPA=,5,30,female,9,20110115
iVuXDCdWvFauxpVZmTZ00ALHZik7IRvfVZzbtVPI4GM=,6,33,male,9,20110211
oSZ2d2tP60MJ1RBOPsyO1kEcugGMzUI5gFKhrokl2xU=,4,0,,9,20150128
vH9DpBPpGqZ0rVohc3alQFJV2D5jRh8THeptSrgf17E=,4,0,,3,20130710
it7M3iDw6jIinDyKijlH2XOU29wCr1enD47+tKekeR0=,16,30,male,9,20050307
V5n6H3MQgL6Ed7QXUa/ttn7ETJn2T8tIDviAz2YTTds=,13,21,male,3,20120815
KvUO7/xaNS626PpviIk6s0v6+R1BsCOC1oo/0qiUZ2Q=,7,19,male,7,20140924
oxF40yK4LtydM2cS7mOHoSSsUAcBlGwpEqRjM3EktMs=,1,0,,7,20151002
MXQM6y8GbVQIrczWsHqSuB7YSkSuPCRt+LLGuqd2PmM=,1,0,,7,20140619
ddP4LPpx55oXtseuAwGyUOADOcp96g541IFSOP/cal4=,1,0,,7,20151010
NRO5DStVKpEHjzHa7YOTUeEYJ9Nn03vM2jApTZKyetw=,1,0,,7,20150718
l7X/xj2sSDambau0Dkuo6f7XmPugznciUgC3WkpV4uA=,1,0,,7,20150727
nsLJBZ4mbtr7LM4XdTyK6A517MNAHfVIKHwKcEzHBdM=,12,0,,3,20130624
79tCUXVJ2uFv3y1THNauWRcVUZoSfmlQM2j4k9nASXs=,4,21,male,3,20150820
tRWER7T5qt+IL1YRzCoBMsQST3x3+yrqob1y0i31pFo=,1,0,,4,20151102
qh6SuB6TCHd35uzqHyC89594Bc7+a7xSXB6Smos2n68=,13,20,,9,20150819
HUX8GmN6G/vC8GxbK0pVUgGFs7VxvhnL0XVGb4hX/N0=,1,0,,7,20111028
128NowcEp41Bz7AwJuBdHYZ/Coehoyxw6IpbdMdPb8c=,15,44,male,9,20110619
KNnW76Sodq4sQ7shYX7gFHWBlVzgJvR1Jb4wVDyvtiY=,1,0,,7,20150823
EfZGBCiyig8KkYN1RKVfVnctyH4TZBdRYShlvvzz/zM=,18,21,female,9,20150415
6ji9uXRRYGJ268bwT3tCiZ9+x39e9SpsEAWtfpULZVg=,1,0,,7,20150211
k4uGazN9Hy5Pzwtn8tjwu+Bw4vSSMKv8A2AFGK0rl3s=,5,36,male,7,20100518
8N/Z9jHBCGne2IVXuj5fATWmCMQKJjPPGyropMj4MBk=,22,34,female,9,20130621
jqXJ72goisJRO3vX6vkQMq4pOBL4RYV5SCxP6GOWTc8=,14,26,female,7,20131113
cABJ1ZXTvaxhI6uPPXIsHev8DFTbi0ewVpPxHezQzro=,12,0,,3,20140207
ajMioesKgW332XEFH+vthvbbfM9082/qRoT2tVUxWxk=,15,0,,9,20121230
UctTMIZZlcCN5+9mVL58CEYhE72NqUw8gr/rb2eFMiY=,1,0,,9,20150321
oTnDzfDrOGvTqUEVMuJPgNG/TKmf5ifKkA3PXfLccls=,13,35,female,9,20080426
PLeBqVJeEGJAxtvsVqiJRP8Dgr+k9lGZW7ZLYe03wFM=,13,20,female,3,20130128
TaE9hrUIV5n+gq+pw4Rg/HJKIeOaCo6kkjlk9XaaOF8=,1,0,,9,20150215
0RMe8RU3uPwSyp3w6o+6pSoUvEWGK+ha8s+1ZCz6Kcc=,1,0,,7,20141129
rreHXdqJ75d6HEPS62my7RT+zy91GHk8cye6KKLdfwA=,1,0,,3,20140622
MQrxB1xkvqzywLP3kmMwrvI8Jbo1lmRXlK4tCh5VQQM=,9,31,female,7,20110622
KJwzYi7eU6NgGDYa/wa893FuxROtcMm4mmW5xnDABaY=,13,31,male,9,20070920
gw8Z98YZwmpnPlExo4vvZrCoZ4RmWbonyMg5Aa0uFOc=,1,0,,4,20151231
7LkUCaEgrsIttU+TlU7IxLlOHjon1t4N5V0CiwE4oOM=,13,21,male,7,20151021
+5uUDvsYVv8VgnwI4m5zLwhghWzfLMTykxf9GqtZDt4=,1,0,,7,20150831
DJaQGGNU9BVQ26BI4SSvcH2HqYZPOpOdGj3Cha/sriY=,4,17,female,9,20150416
+KnVwIk986fP2RXscTJ8qCiSpWHbwsseGk2cbANHw/w=,13,27,female,9,20070327
FYnkXjo+hVkZBOBhmjjER4iFjENmfal+1g9LaEyDl9s=,1,0,,7,20150208
FhDsmwFVDb5M+8HWYYR6VRArk9frgEjuZbNUrF0n7Jk=,5,33,male,9,20090528
YHKqyzzFUX1b2+3MV+QqAV3sXKwHBFEENLyfOMgIlfM=,5,22,male,3,20150830
1WuQzQPgs6AEzfOBnPFB46aQNSVQ6ADkGQI6OWDwRYo=,4,31,female,9,20141116
ySXXFTnleXiontTW+4G0755HBczQ6YRzVF04OFv8K3g=,13,34,male,9,20060915
Px+X5659Tu1upQJ1tp9B71yfn+kW9/5uTc9z+Lp55hQ=,4,20,female,9,20080128
09cAodVObATnKb7A8O4zDtGuAwJq3+0wwN/5+MQvX0I=,18,28,male,9,20140404
wxdCwZUshDhI3dw4pvofsFItg2DV6r92vVrWGXsIMAg=,9,30,male,9,20110308
qNlFnN/UUM2bsF+yuzC3fAkMYh8RBZRwjgQA1vmx4U0=,1,0,,7,20151121
Am0C1p3P8oblVsx4Gdx3sU7tyhMqFEOKR7BYXAbF0gs=,13,31,male,7,20130126
mB4tq8k202t9O+WzW7CxmnqsD7KFFQ/IXK5SC4ZauDY=,1,0,,9,20150926
WzF97KOO+sMsBgXzdsPgL/2SAZhP7m0BjHvmLmr1dTc=,22,32,male,9,20070726
3iN/zb8dlnCTkTHfCya7o+b5+YHsKA40fibu2604b9U=,22,23,male,9,20100502
6T5KCnC8FQugX9KVTwZeu7uywjfQBTYZkn77g02xauM=,1,0,,9,20150713
/L+m2j5mKj0Ad6C6K38iR2VF6VzsV907QX6MlbjwnZM=,12,47,female,9,20070420
VUP5Uko1AMdTGR4HhPzWFCPfM+Tho3hdnCGYZ0vvSqI=,1,0,,7,20150426
3FbdPis1jDtU7mOUeABt2SS5vWdaYtZ9fGpnrjdHrAM=,1,0,,7,20150813
EyX+ZgFaoQQijIoGtAE834SgDO0fV1veecpCQ/TPZns=,15,27,,3,20140506
VoFBAHettaNUYhWUQU2vm4aq7mJYze5XBIc1/VPIx30=,1,0,,7,20110226
npYWPbI80J27jg23IL2TMl0e/bDbQCBGwnVeAxNf9K0=,13,24,male,3,20130226
5CrMn95X1vog0KPx/lgnI+8nHNLzCMo6s3LtgV3EOZ4=,9,25,female,3,20150521
n1uvnm02FKOE4M2cJcrG3062hre0zorGUZ1mh7Z2LYA=,1,0,,7,20130820
MI98J9kCCCGA3Z83ICe6o1BY3nDzFNVCLDRhqNPnf4I=,13,30,male,9,20120108
JK2LDH14kK+3EXsi5X0yt2a0jhukGbGTOfHlXMLsQv4=,1,0,,7,20151024
I5ncN0Pk1vCkkOzZVgSPd1aLmLRBDDyemlFcRg5uNHQ=,4,24,female,7,20150927
YYMUqsEoDvruVRQewfQg6p17RUVdDkMIDKsL0MjstAY=,1,0,,9,20150814
oDiJkv/Tyut0ao8sON5wluLY484+Jy1NBhcnRCDgC1o=,5,37,male,9,20040328
Cxw4MFgdIbJ97ShHkz8DQ6iu0FPSORFQXzkt31L8Xf4=,1,0,,7,20120201
/W/LXRyD4roDmWBQAAXb4hY/IqWPIfz9wAyOfCEXLyY=,22,25,male,3,20150629
/EI1kEOsBEmMiA0hrwGmPJuEpkKUByDam0wNu766qUM=,22,29,male,9,20070608
/T1f5D9BXZUGF5v29M9gGtkStLMBQXElmE+eavItuUY=,14,17,male,9,20140730
mKbcT3wDvEq8KqGF3PJ+O/mEQU8ZoEdLX5LKMq3n8gQ=,15,31,male,3,20121229
S+wLuR9/Ec413JMM+T9I5PEgdo3URvucCaopRqBvps4=,13,22,male,3,20150418
EjWQ5d8j2yOJYw8SyvWWecMGBinffNAQSuA+iAleMVE=,1,0,,7,20140923
7XZa7bh0I/CE6qTnOW3esdk2sn9ImYkzXPaorDvBb1s=,1,0,,3,20130509
R76iiMVTogaQq3NMi9OmbIb5T8+CKuMC+AdyZeF2th4=,1,0,,7,20150725
Dnq2h23CxvVW9oCq0118HAWm7tb4H6bgopriZ25QraQ=,13,62,female,7,20151211
sBO/Z5RkvjeNlkfre0CxCq5x5p/6LxTf8/8nhJdrioM=,5,22,male,9,20100529
jYS4BgUpa0ThdN69prh4sc7nFzl4j7xC5r9WbxWrlHs=,1,0,,7,20151205
ZDQEPdze3fYkhtF76S5rhjlS5CW11uieqp8U1mE7TB8=,1,0,,7,20120426
h/QWCUTqX09weiEpdTe8CudBpPtHo+0r5cyDjcZdj6M=,1,0,,7,20150423
amWn/ZDqypDAoQCAs1zZDkbQxTI/D4Qf8FOaM+2g52Y=,5,23,male,9,20100729
Ic5sLHzqYWqgjezntZUOpGGY1Tf9GXMq1FQ6mUEATGQ=,13,24,male,9,20090707
MJcsypkFQ++PAT+CrBq1p679vGOBBDUN+GLUJJ1Q6+4=,1,0,,7,20120803
ZU1u1fcGtCawDgmIW4moUtkTg6x+zJozep0GitLZZWw=,22,34,male,9,20040903
MllM8tMInNLeGQJrq9TfW7YBNSwKZEEkNcm9hz04IsM=,14,38,male,3,20131105
nUI2cbtTWfQlbz6rflw26o9cBQodaDgInL5aFzWGvOo=,1,0,,7,20140625
E2OzRFSc2S2HGxe36iTPxJfXcWia9ZtQJTgSE/2Cw98=,10,24,female,9,20100328
q0v5QceBxhy6zwCFXCkylXbhjihmoUGR7R96rEJjkx0=,13,29,male,9,20100403
N92HAMRoT8F+20MBQNhXbvuwJz2rpGGpXQq23MUJ/eA=,22,39,female,9,20060422
TyZqS31ozKl9JGqJaBj/rs7WPsUVW5VJ2xM6WIzVXH0=,13,26,female,7,20110715
3ohKoqo68tk2ogkFBkQLmSv9sPxYwOSFkcr68p8K+WI=,1,0,,7,20151024
I8CCJGVYXzy2bs7VDtfF3FHjOMUKoxRdyaRwJHY0NjI=,5,25,female,4,20151212
K89v+jt4pUN7AWeRQqTYqH+qUEve9i3iQcfe+y34wkU=,5,35,female,9,20050831
FO7SVBT+7OpSxFHFGlXFH4Vg/7du1iRVnu3uTgKQjRM=,1,0,,7,20151104
I4KAk4DgFMOnQ2Py6uzHZPJHkzHngDnG+TyC3+pl/fU=,1,0,,7,20121125
4wJX6+WoNjtRgqR1QlXAkZ53no3+JwtQjUIE5VI4Szw=,13,26,female,9,20050625
efHa+bFqUYB6wgL3+cfx7anZ773LxxraYOeg2/rdOUo=,13,28,female,9,20110322
f4vWAz0TvHGiDeqFUV6NM3SE514CTzoI9F3kaY/atRc=,1,0,,7,20151121
cNYrV4oNnSLoWrdBaQBZaAkvf6FjlpfPuX+Pl25Xkfg=,1,0,,7,20150725
KcB2WMa4yv4tqLYCeUWEb9gw63N9CegGlJX4Qwn43Zk=,1,0,,7,20151101
thSaR8aLupV/i+qXQX55Cqx6waeVXWP6ej3IVJ82igo=,1,0,,9,20150222
O0/gVvbAVhOcsSxKcejajujF2hbnZONdM4Tnr8Erc9k=,1,0,,7,20150902
OfmuU6uYwHSxLHu0HLNcalxXR5DjR37Y5p7qSWkCJoI=,1,0,,7,20110818
5qG/7VEDy3cZj89LKKxsSMAJQe+8TaM6nzLizvjJ85g=,1,0,,7,20110907
kutxlwa84HWu+fksA0lHzRN0N1q1zaQQxH63u/Rv8k4=,11,34,female,9,20070623
NGMFlGaIMTt01W7pEMEcXmgqoQg+MUOymhRV8UmU3Jw=,1,22,male,3,20150603
M9Q8SuwRxrxy7mDu62+fIzF5ihb3dXg48m9ljlrVP0k=,1,0,,7,20110828
4fMejoQ2jyS7+U8jWQXNVjW1O+PoI15aWKle0hNYAL0=,13,37,male,7,20121223
ffmO/YPIQSP/Wrjjxp/9z51FTCLJOeo6qG+H8e08ksI=,5,26,male,3,20130917
QLPz6+wKlhjLx+nVn3U1rELCr5QOTgee46wd8FqyFlI=,5,23,male,3,20120429
NRAHeNJUWI/dMeFsyXa2s+QhdfpFqWzMyFKyhsOQRwQ=,22,25,female,9,20131017
0CGXSZWpmc0+0z0Wy8JYKeHzl88KgjY6c3tQuBZc8cA=,16,18,female,3,20150709
ZjpjOWi/SSLx5cQnOf40MgvHE1Zxdm+0R3D9n4gt6kM=,13,43,female,7,20130710
eAysR8uV4CyyT1v98x1kkuUT3RLbvxNN7XqtDkOSskM=,14,0,,3,20130120
lt92DLVY+JCrZu9YeTuhKKY5h9NXHxcVqouqCK/Qkb8=,1,0,,7,20110124
